name,street,namestreet2,address,zip,physicalname,physicalstreet,website
MacDougall Correctional Institution,1516 Old Gilliard Road,,"Ridgeville, SC 29472",29472,,,https://www.prisonpro.com/content/macdougall-correctional-institution
Manning Correctional Institution,502 Beckman Road,,"Columbia, SC 29203-3173",29203,,,https://www.prisonpro.com/content/manning-correctional-institution
McCormick Correctional Institution,386 Redemption Way,,"McCormick, SC 29899",29899,,,https://www.prisonpro.com/content/mccormick-correctional-institution
Palmer Pre-Release Center,2012 Pisgah Road,,"Florence, SC 29501",29501,,,https://www.prisonpro.com/content/palmer-pre-release-center
Perry Correctional Institution,430 Oaklawn Road,,"Pelzer, SC 29669",29669,,,https://www.prisonpro.com/content/perry-correctional-institution
RidgelandCorrectional Institution,P.O. Box 2039,,"Ridgeland, SC 29936",29936,,,https://www.prisonpro.com/content/ridgeland-correctional-institution
Trenton Correctional Institution,84 Greenhouse Road,,"Trenton, SC 29847",29847,,,https://www.prisonpro.com/content/trenton-correctional-institution
Turbeville Correctional Institution,P.O. Box 252,,"Turbeville, SC 29162",29162,,,https://www.prisonpro.com/content/turbeville-correctional-institution
Tyger River Correctional Institution,200 Prison Road,,"Enoree, SC 29335-9308",29335,,,https://www.prisonpro.com/content/tyger-river-correctional-institution
Walden Correctional Institution,4340 Broad River Road,,"Columbia, SC 29210",29210,,,https://www.prisonpro.com/content/walden-stevenson-correctional-institutions-camp
Wateree River Correctional Institution,P.O. Box 189,,"Rembert, SC 29128-0189",29128,,,https://www.prisonpro.com/content/wateree-river-correctional-institution
Aurora Plains Academy,1400 East 10th Street,,"Plankinton, SD 57368-2033",57368,,,https://www.prisonpro.com/content/aurora-plains-academy
Jameson Annex,P.O. Box 5911,,"Sioux Falls, SD 57117",57117,,,https://www.prisonpro.com/content/jameson-annex
Mike Durfee State Prison,1412 Wood Street,,"Springfield, SD 57062",57062,,,https://www.prisonpro.com/content/mike-durfee-state-prison
Patrick Henry Brady Academy,12279 Brady Drive,,"Custer, SD 57730",57730,,,https://www.prisonpro.com/content/patrick-henry-brady-academy
QUEST,25298 Badger Clark Road,,"Custer, SD 57730",57730,,,https://www.prisonpro.com/content/quest
Rapid City Minimum Unit,2725 Creek Drive,,"Rapid City, SD 57703",57703,,,https://www.prisonpro.com/content/rapid-city-minimum-unit
South Dakota State Penitentiary,P.O. Box 5911,,"Sioux Falls, SD 57117",57117,,,https://www.prisonpro.com/content/south-dakota-state-penitentiary
South Dakota Women's Prison,c/o 500 E. Capital Ave.,,"Pierre, SD 57501",57501,,,https://www.prisonpro.com/content/south-dakota-womens-prison
STAR Academy,12279 Brady Drive,,"Custer, SD 57730",57730,,,https://www.prisonpro.com/content/star-academy
Yankton Minimum Unit,178 Mickelson Drive,,"Yankton, SD 57078",57078,,,https://www.prisonpro.com/content/yankton-minimum-unit
Youth Challenge Center,12279 Brady Drive,,"Custer, SD 57730",57730,,,https://www.prisonpro.com/content/youth-challenge-center
Bledsoe County Correctional Complex,1045 Horsehead Road,,"Pikeville, Tennessee 37367",37367,,,https://www.prisonpro.com/content/bledsoe-county-correctional-complex
Hardeman County Correctional Facility,P.O. Box 549,,"Whiteville, Tennessee 38075",38075,,,https://www.prisonpro.com/content/hardeman-county-correctional-facility
Lois M. DeBerry Special Needs Facility,7575 Cockrill Bend Boulevard,,"Nashville, Tennessee 37209-1057",37209,,,https://www.prisonpro.com/content/lois-m-deberry-special-needs-facility
Mark H. Luttrell Correctional Center,6000 State Road,,"Memphis, Tennessee 38134",38134,,,https://www.prisonpro.com/content/mark-h-luttrell-correctional-center
Morgan County Correctional Complex,P.O. Box 2000,,"Wartburg, Tennessee 37887",37887,,,https://www.prisonpro.com/content/morgan-county-correctional-complex
Northeast Correctional Complex and Annex,P.O. Box 5000,,"Mountain City, Tennessee 37683-5000",37683,,,https://www.prisonpro.com/content/northeast-correctional-complex-annex
Northwest Correctional Complex,960 State Route 212,,"Tiptonville, Tennessee 38079",38079,,,https://www.prisonpro.com/content/northwest-correctional-complex
Riverbend Maximum Security Institution,7475 Cockrill Bend Boulevard,,"Nashville, Tennessee 37209-1048",37209,,,https://www.prisonpro.com/content/riverbend-maximum-security-institution
South Central Correctional Facility,P.O. Box 279,,"Clifton, Tennessee 38425-0279",38425,,,https://www.prisonpro.com/content/south-central-correctional-facility
Tennessee Prison for Women,3881 Stewarts Lane,,"Nashville, Tennessee 37218-3302",37218,,,https://www.prisonpro.com/content/tennessee-prison-women
Turney Center Industrial Main Site,1499 R.W. Moore Memorial Highway,,"Only, Tennessee 37140-4050",37140,,,https://www.prisonpro.com/content/turney-center-industrial-complex-annex
Turney Center Industrial Annex,P.O. Box 182,,"Clifton, Tennessee 38425",38425,,,https://www.prisonpro.com/content/turney-center-industrial-complex-annex
West Tennessee State Penitentiary,P.O. Box 1150,,"Henning, Tennessee 38041-1150",38041,,,https://www.prisonpro.com/content/west-tennessee-state-penitentiary
Whiteville Correctional Facility,P.O. Box 679,,"Whiteville, Tennessee 38075",38075,,,https://www.prisonpro.com/content/whiteville-correctional-facility
Allred Unit,2101 FM 369 North,,"Iowa Park, TX 76367",76367,,,https://www.prisonpro.com/content/allred-unit
Bartlett State Jail,1018 Arnold Drive,,"Bartlett, TX 76511",76511,,,https://www.prisonpro.com/content/bartlett-state-jail
Beto Unit,1391 FM 3328,,"Tennessee Colony, TX 75880",75880,,,https://www.prisonpro.com/content/beto-unit
Boyd Unit,200 Spur 113,,"Teague, TX 75860-2007",75860,,,https://www.prisonpro.com/content/boyd-unit
James Bradshaw State Jail,P.O. Box 9000,,"Henderson, TX 75653-9000",75653,,,https://www.prisonpro.com/content/james-bradshaw-state-jail
Bridgeport Correctional Center,4000 North Tenth Street,,"Bridgeport, TX 76426",76426,,,https://www.prisonpro.com/content/bridgeport-correctional-center-texas
Briscoe Unit,1459 West Highway 85,,"Dilley, TX 78017",78017,,,https://www.prisonpro.com/content/briscoe-unit
Byrd Unit,21 FM 247,,"Huntsville, TX 77320",77320,,,https://www.prisonpro.com/content/byrd-unit
Clemens Unit,11034 Hwy 36,,"Brazoria, TX 77422",77422,,,https://www.prisonpro.com/content/clemens-unit
Clements Unit,9601 Spur 591,,"Amarillo, TX 79107-9606",79107,,,https://www.prisonpro.com/content/clements-unit
Cleveland Correctional Center,P.O. Box 1678,,"Cleveland, TX 77328",77328,,,https://www.prisonpro.com/content/cleveland-correctional-center
Coffield Unit,2661 FM 2054,,"Tennessee Colony, TX 75884",75884,,,https://www.prisonpro.com/content/coffield-unit
Cole Unit,3801 Silo Road,,"Bonham, TX 75418",75418,,,https://www.prisonpro.com/content/cole-unit
Connally Unit,899 FM 632,,"Kenedy, TX 78119",78119,,,https://www.prisonpro.com/content/connally-unit
Cotulla Unit,610 FM 624,,"Cotulla, TX 78014",78014,,,https://www.prisonpro.com/content/cotulla-unit
Crain Unit,1401 State School Road,,"Gatesville, TX 76599-2999",76599,,,https://www.prisonpro.com/content/crain-unit
Dalhart Unit,11950 FM 998,,"Dalhart, TX 79022",79022,,,https://www.prisonpro.com/content/dalhart-unit
Daniel Unit,938 South FM 1673,,"Snyder, TX 79549",79549,,,https://www.prisonpro.com/content/daniel-unit
Darrington Unit,59 Darrington Road,,"Rosharon, TX 77583",77583,,,https://www.prisonpro.com/content/darrington-unit
Diboll Correctional Center,1604 South First Street,,"Diboll, TX 75941",75941,,,https://www.prisonpro.com/content/diboll-correctional-center
Dominguez State Jail,6535 Cagnon Road,,"San Antonio, TX 78252-2202",78252,,,https://www.prisonpro.com/content/dominguez-state-jail
Duncan Unit,1502 South First Street,,"Diboll, TX 75941",75941,,,https://www.prisonpro.com/content/duncan-unit
East Texas Treatment Facility,900 Industrial Drive,,"Henderson, TX 75652",75652,,,https://www.prisonpro.com/content/east-texas-treatment-multi-use-facility
Eastham Unit,2665 Prison Road #1,,"Lovelady, TX 75851",75851,,,https://www.prisonpro.com/content/eastham-unit
Ellis Unit,1697 FM 980,,"Huntsville, TX 77343",77343,,,https://www.prisonpro.com/content/ellis-unit
Estelle Unit,264 FM 3478,,"Huntsville, TX 77320-3320",77320,,,https://www.prisonpro.com/content/estelle-unit
Estes Unit,1100 Hwy 1807,,"Venus, TX 76084",76084,,,https://www.prisonpro.com/content/estes-unit
Ferguson Unit,12120 Savage Drive,,"Midway, TX 75852",75852,,,https://www.prisonpro.com/content/ferguson-unit
Formby State Jail,998 County Road AA,,"Plainview, TX 79072",79072,,,https://www.prisonpro.com/content/formby-state-jail
Fort Stockton Transfer Facility,1536 IH-10 East,,"Fort Stockton, TX 79735",79735,,,https://www.prisonpro.com/content/fort-stockton-transfer-facility
Garza East,4304 Highway 202,,"Beeville, TX 78102",78102,,,https://www.prisonpro.com/content/garza-east
Garza West Transfer Facility,4250 Highway 202,,"Beeville, TX 78102",78102,,,https://www.prisonpro.com/content/garza-west
Larry Gist State Jail,3295 FM 3514,,"Beaumont, TX 77705",77705,,,https://www.prisonpro.com/content/gist-state-jail
Glossbrenner Unit,5100 South FM 1329,,"San Diego, TX 78384",78384,,,https://www.prisonpro.com/content/glossbrenner-unit
Goodman Transfer Facility,349 Private Road 8430,,"Jasper, TX 75951",75951,,,https://www.prisonpro.com/content/goodman-unittransfer-facility
Goree Unit,7405 Hwy 75 South,,"Huntsville, TX 77344",77344,,,https://www.prisonpro.com/content/goree-unit
Gurney Transfer Facility,1385 FM 3328,,"Palestine, TX 75803",75803,,,https://www.prisonpro.com/content/gurney-transfer-facility
Halbert Unit,800 Ellen Halbert Drive,,"Burnet, TX 78611",78611,,,https://www.prisonpro.com/content/halbert-unit
Hamilton Unit,200 Lee Morrison Lane,,"Bryan, TX 77807",77807,,,https://www.prisonpro.com/content/hamilton-pre-release-unit
Havins Unit,500 FM 45 East,,"Brownwood, TX 76801",76801,,,https://www.prisonpro.com/content/havins-unit
Henley State Jail,7581 Hwy 321,,"Dayton, TX 77535",77535,,,https://www.prisonpro.com/content/henley-state-jail
Hightower Unit,902 FM 686,,"Dayton, TX 77535",77535,,,https://www.prisonpro.com/content/hightower-unit
Hilltop Unit,1500 State School Road,,"Gatesville, TX 76598-2996",76598,,,https://www.prisonpro.com/content/hilltop-unit
Hobby Unit,742 FM 712,,"Marlin, TX 76661",76661,,,https://www.prisonpro.com/content/hobby-unit
Hodge Unit,P.O. Box 999,,"Rusk, TX 75785",75785,,,https://www.prisonpro.com/content/hodge-unit
Holliday Transfer Facility,295 IH-45 North,,"Huntsville, TX 77320-8443",77320,,,https://www.prisonpro.com/content/holliday-unit-transfer-facility
Hospital Galveston,"P.O. Box 48,Substation #1",,"Galveston, TX 77555",77555,,,https://www.prisonpro.com/content/hospital-galveston
Hughes Unit,Route 2 Box 4400,,"Gatesville, TX 76597",76597,,,https://www.prisonpro.com/content/hughes-unit
Huntsville Unit,815 12th Street,,"Huntsville, TX 77348",77348,,,https://www.prisonpro.com/content/huntsville-unit
Hutchins State Jail,1500 East Langdon Road,,"Dallas, TX 75241",75241,,,https://www.prisonpro.com/content/hutchins-state-jail
Jester I Unit,1 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester III Unit,3 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester IV Psychiatric Unit,4 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester I Unit,1 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester III Unit,3 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester IV Psychiatric Unit,4 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester I Unit,1 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester III Unit,3 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Jester IV Psychiatric Unit,4 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/jester-i-iii-iv-units
Johnston Unit,703 Airport Road,,"Winnsboro, TX 75494",75494,,,https://www.prisonpro.com/content/johnston-unit
Jordan Unit,1992 Helton Road,,"Pampa, TX 79065",79065,,,https://www.prisonpro.com/content/jordan-unitbaten-transfer-facility
Baten Transfer Facility,1995 Helton Road,,"Pampa, TX 79065",79065,,,https://www.prisonpro.com/content/jordan-unitbaten-transfer-facility
Kegans State Jail,707 Top Street,,"Houston, TX 77002",77002,,,https://www.prisonpro.com/content/kegans-state-jail
Kyle Correctional Center,23001 Interstate 35,,"Kyle, TX 78640",78640,,,https://www.prisonpro.com/content/kyle-correctional-center
LeBlanc Unit,3695 FM 3514,,"Beaumont, TX 77705",77705,,,https://www.prisonpro.com/content/leblanc-unit-pre-release-facility
Lewis Unit,777 FM 3497,,"Woodville, TX 75990",75990,,,https://www.prisonpro.com/content/lewis-unit
Lindsey State Jail,1620 FM 3344,,"Jacksboro, TX 76458",76458,,,https://www.prisonpro.com/content/lindsey-state-jail
Lockhart Correctional Facility,1400 Industrial Boulevard,,"Lockhart, TX 78644",78644,,,https://www.prisonpro.com/content/lockhart-correctional-facility
Lopez State Jail,1203 El Cibolo Road,,"Edinburg, TX 78542",78542,,,https://www.prisonpro.com/content/lopez-state-jail
Luther Unit,1800 Luther Drive,,"Navasota, TX 77868",77868,,,https://www.prisonpro.com/content/luther-unit
Lychner State Jail,2350 Atascocita Road,,"Humble, TX 77396",77396,,,https://www.prisonpro.com/content/lychner-state-jail
Lynaugh Unit,1098 South Highway 2037,,"Fort Stockton, TX 79735",79735,,,https://www.prisonpro.com/content/lynaugh-unit
Marlin Transfer Facility,2893 State Hwy 6,,"Marlin, TX 76661-6588",76661,,,https://www.prisonpro.com/content/marlin-transfer-facility
McConnell Unit,3001 South Emily Drive,,"Beeville, TX 78102",78102,,,https://www.prisonpro.com/content/mcconnell-unit
Michael Unit,2664 Farm to Market Road 2054,,"Tennessee Colony, TX 75886",75886,,,https://www.prisonpro.com/content/michael-unit
Middleton Transfer Facility,13055 Farm to Market Road 3522,,"Abilene, TX 79601",79601,,,https://www.prisonpro.com/content/middleton-unit-transfer-facility
Montford Unit,8602 Peach Street,,"Lubbock, TX 79404",79404,,,https://www.prisonpro.com/content/montford-unit
Billy Moore Correctional Center,8500 North FM 3053,,"Overton, TX 75684",75684,,,https://www.prisonpro.com/content/billy-moore-correctional-center-moore-b
Choice Moore Transfer Facility,1700 North FM 87,,"Bonham, TX 75418",75418,,,https://www.prisonpro.com/content/moore-c-transfer-facility
Mountain View Unit,2305 Ransom Road,,"Gatesville, TX 76528",76528,,,https://www.prisonpro.com/content/mountain-view-unit
Murray Unit,1916 North Highway 36 Bypass,,"Gatesville, TX 76596",76596,,,https://www.prisonpro.com/content/murray-unit
Neal Unit,9055 Spur 591,,"Amarillo, TX 79107-9696",79107,,,https://www.prisonpro.com/content/neal-unit
Joe Ney State Jail,114 Private Road 4303,,"Hondo, TX 78861-3812",78861,,,https://www.prisonpro.com/content/ney-state-jail
Wallace Pack Unit,2400 Wallace Pack Road,,"Navasota, TX 77868",77868,,,https://www.prisonpro.com/content/pack-unit
Lucile Plane State Jail,904 FM 686,,"Dayton, TX 77535",77535,,,https://www.prisonpro.com/content/lucile-plane-state-jail
Polunsky Unit,3872 FM 350 South,,"Livingston, TX 77351",77351,,,https://www.prisonpro.com/content/polunsky-unit
Powledge Unit,1400 FM 3452,,"Palestine, TX 75803",75803,,,https://www.prisonpro.com/content/powledge-unit
Ramsey Unit,1100 FM 655,,"Rosharon, TX 77583",77583,,,https://www.prisonpro.com/content/ramsey-unit
Roach Unit,15845 FM 164,,"Childress, TX 79201",79201,,,https://www.prisonpro.com/content/roach-unit
Robertson Unit,12071 FM 3522,,"Abilene, TX 79601",79601,,,https://www.prisonpro.com/content/robertson-unit
Rudd Transfer Facility,2004 Lamesa Highway,,"Brownfield, TX 79316",79316,,,https://www.prisonpro.com/content/rudd-transfer-facility
Sanchez State Jail,3901 State Jail Road,,"El Paso, TX 79938-8456",79938,,,https://www.prisonpro.com/content/sanchez-state-jail
San Saba Transfer Facility,206 South Wallace Creek Road,,"San Saba, TX 76877",76877,,,https://www.prisonpro.com/content/san-saba-transfer-facility
Sayle Unit,4176 FM 1800,,"Breckenridge, TX 76424-7301",76424,,,https://www.prisonpro.com/content/sayle-unit
Scott Unit,6999 Retrieve,,"Angleton, TX 77515",77515,,,https://www.prisonpro.com/content/scott-unit
Segovia Unit,1201 E. El Cibolo Road,,"Edinburg, TX 78542",78542,,,https://www.prisonpro.com/content/segovia-unit
Skyview Unit,379 FM 2972 West,,"Rusk, TX 75785-3666",75785,,,https://www.prisonpro.com/content/skyview-unit
Smith Unit,1313 County Road 19,,"Lamesa, TX 79331",79331,,,https://www.prisonpro.com/content/smith-unit
Stevenson Unit,1525 FM 766,,"Cuero, TX 77954",77954,,,https://www.prisonpro.com/content/stevenson-unit
Stiles Unit,3060 FM 3514,,"Beaumont, TX 77705",77705,,,https://www.prisonpro.com/content/stiles-unit
Stringfellow Unit,1200 FM 655,,"Rosharon, TX 77583",77583,,,https://www.prisonpro.com/content/stringfellow-unit
Telford Unit,3899 Highway 98,,"New Boston, TX 75570",75570,,,https://www.prisonpro.com/content/telford-unit
Terrell Unit,1300 FM 655,,"Rosharon, TX 77583",77583,,,https://www.prisonpro.com/content/terrell-unit
Torres Unit,125 Private Road 4303,,"Hondo, TX 78861",78861,,,https://www.prisonpro.com/content/torres-unit
Travis County State Jail,8101 FM 969,,"Austin, TX 78724",78724,,,https://www.prisonpro.com/content/travis-county-state-jail
Tulia Transfer Facility,4000 Highway 86 West,,"Tulia, TX 79088",79088,,,https://www.prisonpro.com/content/tulia-transfer-facility
Vance Unit,2 Jester Road,,"Richmond, TX 77406",77406,,,https://www.prisonpro.com/content/vance-unit
Wallace Unit,1675 South FM 3525,,"Colorado City, TX 79512",79512,,,https://www.prisonpro.com/content/wallace-unit
Ware Transfer Facility,1681 South FM 3525,,"Colorado City, TX 79512",79512,,,https://www.prisonpro.com/content/ware-transfer-facility
Wheeler State Jail,986 County Road AA,,"Plainview, TX 79072",79072,,,https://www.prisonpro.com/content/wheeler-state-jail
Willacy County State Jail,1695 South Buffalo Drive,,"Raymondville, TX 78580",78580,,,https://www.prisonpro.com/content/willacy-county-state-jail
Woodman State Jail,1210 Coryell City Road,,"Gatesville, TX 76528",76528,,,https://www.prisonpro.com/content/woodman-state-jail
Young Medical Facility,5509 Attwater Ave.,,"Dickinson, TX 77539",77539,,,https://www.prisonpro.com/content/young-medical-facility
Utah State Prison,P.O. Box 250,,"Draper, UT 84020",84020,,,https://www.prisonpro.com/content/draper-prisonutah-state-prison
CUCF,P.O. Box 550,,"Gunnison, UT 84634",84634,,,https://www.prisonpro.com/content/gunnison-prison
Chittenden Regional Correctional Facility,7 Farrell Street,,"South Burlington, VT 05403",5403,,,https://www.prisonpro.com/content/chittenden-regional-correctional-facility
Marble Valley Regional Correctional Facility,167 State Street,,"Rutland, VT 05701",5701,,,https://www.prisonpro.com/content/marble-valley-regional-correctional-facility
Northern State Correctional Facility,2559 Glen Road,,"Newport, VT 05855",5855,,,https://www.prisonpro.com/content/northern-state-correctional-facility
Northeast Correctional Complex,1266-1270 US Route 5,,"St.Johnsbury, VT 05819",5819,,,https://www.prisonpro.com/content/northeast-correctional-complex-vermont
Northwest State Correctional Facility,3649 Lower Newton Road,,"Swanton, VT 05488",5488,,,https://www.prisonpro.com/content/northwest-state-correctional-facility
Southeast State Correctional Facility,546 State Farm Road,,"Windsor, VT 05089",5089,,,https://www.prisonpro.com/content/southeast-state-correctional-facility
Southern State Correctional Facility,700 Charlestown Road,,"Springfield, VT 05156",5156,,,https://www.prisonpro.com/content/southern-state-correctional-facility-springfield
Augusta Correctional Center,1821 Estaline Valley Road,,"Craigsville, Virginia 24430",24430,,,https://www.prisonpro.com/content/augusta-correctional-center
Baskerville Correctional Center,4150 Hayes Mill Road,,"Baskerville, VA 23915",23915,,,https://www.prisonpro.com/content/baskerville-correctional-center
Bland Correctional Center,256 Bland Farm Road,,"Bland, VA 24315-9615",24315,,,https://www.prisonpro.com/content/bland-correctional-center
Brunswick Work Center,P.O. Box 207C,,"Lawrenceville, VA 23868",23868,,,https://www.prisonpro.com/content/brunswick-work-center
Buckingham Correctional Center,P.O. Box 430,,"Dillwyn, VA 23936",23936,,,https://www.prisonpro.com/content/buckingham-correctional-center
Caroline Correctional Unit #2,31285 Camp Road,,"Hanover, VA 23069",23069,,,https://www.prisonpro.com/content/caroline-correctional-unit-2
Central Virginia Correctional Unit,6900 Courthouse Road,,"Chesterfield, VA 23832",23832,,,https://www.prisonpro.com/content/central-virginia-correctional-unit
Coffeewood Correctional Center,P. O. Box 500,,"Mitchells, VA 22729",22729,,,https://www.prisonpro.com/content/coffeewood-correctional-center
Cold Springs Correctional Unit,221 Spitler Circle,,"Greenville, VA 24440",24440,,,https://www.prisonpro.com/content/cold-springs-correctional-unit
Deep Meadow Correctional Center,3500 Woods Way,,"State Farm, VA 23160",23160,,,https://www.prisonpro.com/content/deep-meadow-correctional-center
Deerfield Correctional Center,21360 Deerfield Drive,,"Capron, VA 23829",23829,,,https://www.prisonpro.com/content/deerfield-correctional-center
Dillwyn Correctional Center,P.O. Box 670,,"Dillwyn, VA 23936",23936,,,https://www.prisonpro.com/content/dillwyn-correctional-center
Fluvanna Correctional Center for Women,144 Prison Lane,,"Troy, VA 22974",22974,,,https://www.prisonpro.com/content/fluvanna-correctional-center-women
Green Rock Correctional Center,475 Green Rock Lane,,"Chatham, Virginia 24531",24531,,,https://www.prisonpro.com/content/green-rock-correctional-center
Greensville Correctional Center,901 Corrections Way,,"Jarratt, VA 23870-9614",23870,,,https://www.prisonpro.com/content/greensville-correctional-center
Halifax Correctional Unit,Box 1789,,"Halifax, VA 24558",24558,,,https://www.prisonpro.com/content/halifax-correctional-unit
Haynesville Correctional Center,P.O. Box 129,,"Haynesville, VA 22472",22472,,,https://www.prisonpro.com/content/haynesville-correctional-center
Haynesville Correctional Unit,P.O. Box 39,,"Haynesville, VA 22472",22472,,,https://www.prisonpro.com/content/haynesville-correctional-unit
Indian Creek Correctional Center,P.O. Box 16481,,"Chesapeake, VA 23328-6481",23328,,,https://www.prisonpro.com/content/indian-creek-correctional-center
James River Work Center,1954 State Farm Road,,"State Farm, VA 23160",23160,,,https://www.prisonpro.com/content/james-river-work-center
Keen Mountain Correctional Center,P.O. Box 860,,"Oakwood, VA 24631",24631,,,https://www.prisonpro.com/content/keen-mountain-correctional-center
Lawrenceville Correctional Center,1607 Planters Road,,"Lawrenceville, VA 23868",23868,,,https://www.prisonpro.com/content/lawrenceville-correctional-center-virginia
Lunenburg Correctional Center,P.O. Box 1424,,"Victoria, VA 23974",23974,,,https://www.prisonpro.com/content/lunenburg-correctional-center
Marion Treatment Center,110 Wright Street,,"Marion, VA 24354-3145",24354,,,https://www.prisonpro.com/content/marion-correctional-treatment-center
Medical College of Virginia,401 N. 12th Street,,"Richmond, VA 23298",23298,,,https://www.prisonpro.com/content/medical-college-virginia
Nottoway Correctional Center,P.O. Box 488,,"Burkeville, VA 23922",23922,,,https://www.prisonpro.com/content/nottoway-correctional-center
Patrick Henry Correctional Unit,P.O. Box 1090,,"Ridgeway, VA 24148",24148,,,https://www.prisonpro.com/content/patrick-henry-correctional-unit
Pocahontas State Correctional Center,P.O. Box 518,,"Pocahontas, VA 24635-0518",24635,,,https://www.prisonpro.com/content/pocahontas-state-correctional-center
Powhatan Reception Center,3600 Woods Way,,"State Farm, VA 23160",23160,,,https://www.prisonpro.com/content/powhatan-reception-center
Red Onion State Prison,P.O. Box 970,,"Pound, VA 24279",24279,,,https://www.prisonpro.com/content/red-onion-state-prison
River North Correctional Center,329 Dell Brook Lane,,"Independence, VA 24348",24348,,,https://www.prisonpro.com/content/river-north-correctional-center
Rustburg Correctional Unit,479 Camp Nine Road,,"Rustburg, VA 24588",24588,,,https://www.prisonpro.com/content/rustburg-correctional-unit
St. Brides Correctional Center,P.O. Box 16482,,"Chesapeake, VA 23328-6482",23328,,,https://www.prisonpro.com/content/st-brides-correctional-center
Sussex I State Prison,24414 Musselwhite Drive,,"Waverly, VA 23891-1111",23891,,,https://www.prisonpro.com/content/sussex-i-state-prison
Sussex II State Prison,24427 Musselwhite Drive,,"Waverly, VA 23891-2222",23891,,,https://www.prisonpro.com/content/sussex-ii-state-prison
Virginia Correctional Center for Women,P.O. Box 1,,"Goochland, VA 23063",23063,,,https://www.prisonpro.com/content/virginia-correctional-center-women
Wallens Ridge State Prison,P.O. Box 759,,"Big Stone Gap, VA 24219",24219,,,https://www.prisonpro.com/content/wallens-ridge-state-prison
Wise Correctional Unit,P.O. Box 1198,,"Coeburn, VA 24230-1198",24230,,,https://www.prisonpro.com/content/wise-correctional-unit
Airway Heights Corrections Center,P.O. Box 1899,,"Airway Heights, WA 99001-1899",99001,,,https://www.prisonpro.com/content/airway-heights-corrections-center
Cedar Creek Corrections Center,P.O. Box 37,,"Littlerock, WA 98556-0037",98556,,,https://www.prisonpro.com/content/cedar-creek-corrections-center
Clallam Bay Corrections Center,1830 Eagle Crest Way,,"Clallam Bay, WA 98326",98326,,,https://www.prisonpro.com/content/clallam-bay-corrections-center
Coyote Ridge Corrections Center,P.O. Box 769,,"Connell, WA 99326",99326,,,https://www.prisonpro.com/content/coyote-ridge-corrections-center
Larch Corrections Center,15314 NE Dole Valley Road,,"Yacolt, WA 98675-9531",98675,,,https://www.prisonpro.com/content/larch-corrections-center
Mission Creek Corrections Center for Women,3420 NE Sand Hill Road,,"Belfair, WA 98528",98528,,,https://www.prisonpro.com/content/mission-creek-corrections-center-women
Monroe Correctional Complex,P.O. Box 777,,"Monroe, WA 98272",98272,,,https://www.prisonpro.com/content/monroe-correctional-complex
Olympic Corrections Center,11235 Hoh Mainline,,"Forks, WA 98331",98331,,,https://www.prisonpro.com/content/olympic-corrections-center
Stafford Creek Corrections Center,191 Constantine Way,,"Aberdeen, WA 98520",98520,,,https://www.prisonpro.com/content/stafford-creek-corrections-center
Washington Corrections Center,P.O. Box 900,,"Shelton, WA 98584",98584,,,https://www.prisonpro.com/content/washington-corrections-center
Washington Corrections Center for Women,9601 Bujacich Rd. NW,,"Gig Harbor, WA 98332-8300",98332,,,https://www.prisonpro.com/content/washington-corrections-center-women
Washington State Penitentiary,1313 North 13th Avenue,,"Walla Walla, WA 99362",99362,,,https://www.prisonpro.com/content/washington-state-penitentiary
Anthony Correctional Center,Box N-1,,"White Sulphur Springs, WV 24986",24986,,,https://www.prisonpro.com/content/anthony-correctional-center
Beckley Correctional Center,111 S. Eisenhower Drive,,"Beckley, WV 25801",25801,,,https://www.prisonpro.com/content/beckley-correctional-center
Charleston Correctional Center,1356 Hansford St.,,"Charleston, WV 25301",25301,,,https://www.prisonpro.com/content/charleston-correctional-center
Denmar Correctional Center,4319 Denmar Road,,"Hillsboro, WV 24946",24946,,,https://www.prisonpro.com/content/denmar-correctional-center
Huttonsville Correctional Center,P.O. Box 1,,"Huttonsville, WV 26273",26273,,,https://www.prisonpro.com/content/huttonsville-correctional-center
Lakin Correctional Center,11264 Ohio River Road,,"West Columbia, WV 25287",25287,,,https://www.prisonpro.com/content/lakin-correctional-center
Northern Correctional Facility,112 Northern Regional Correctional Drive,,"Moundsville, WV 26041",26041,,,https://www.prisonpro.com/content/northern-correctional-facility-west-virginia
Ohio County Correctional Center,1501 Eoff Street,,"Wheeling, WV 26003",26003,,,https://www.prisonpro.com/content/ohio-county-correctional-center
